"season","gamedate","team","opponent","home","win"
2014,2015-03-07,"PHI","ATL",1,1
2014,2015-03-07,"SAC","MIA",0,0
2014,2015-03-07,"MIL","WAS",1,1
2014,2015-03-07,"DEN","HOU",1,0
2014,2015-03-07,"POR","MIN",0,0
2014,2015-03-07,"HOU","DEN",0,1
2014,2015-03-06,"ORL","SAC",1,1
2014,2015-03-06,"PHX","BKN",0,1
2014,2015-03-06,"DEN","SAS",0,0
2014,2015-03-06,"CHA","TOR",1,1
2014,2015-03-06,"MIA","WAS",0,0
2014,2015-03-06,"NOP","BOS",1,0
2014,2015-03-06,"PHI","UTA",1,0
2014,2015-03-06,"WAS","MIA",1,1
2014,2015-03-06,"SAS","DEN",1,1
2014,2015-03-06,"DAL","GSW",0,0
2014,2015-03-06,"DET","HOU",0,0
2014,2015-03-06,"BKN","PHX",1,0
2014,2015-03-06,"BOS","NOP",0,1
2014,2015-03-06,"CHI","IND",0,0
2014,2015-03-06,"SAC","ORL",0,0
2014,2015-03-06,"GSW","DAL",1,1
2014,2015-03-06,"IND","CHI",1,1
2014,2015-03-06,"CLE","ATL",0,0
2014,2015-03-06,"TOR","CHA",0,0
2014,2015-03-06,"MEM","LAL",1,1
2014,2015-03-06,"LAL","MEM",0,0
2014,2015-03-06,"UTA","PHI",0,1
2014,2015-03-06,"HOU","DET",1,1
2014,2015-03-06,"ATL","CLE",1,1
2014,2015-03-05,"OKC","CHI",0,0
2014,2015-03-05,"DAL","POR",0,0
2014,2015-03-05,"CHI","OKC",1,1
2014,2015-03-05,"POR","DAL",1,1
2014,2015-03-04,"CLE","TOR",0,1
2014,2015-03-04,"MEM","HOU",0,1
2014,2015-03-04,"POR","LAC",0,1
2014,2015-03-04,"BOS","UTA",1,1
2014,2015-03-04,"MIA","LAL",1,1
2014,2015-03-04,"GSW","MIL",1,1
2014,2015-03-04,"IND","NYK",1,1
2014,2015-03-04,"UTA","BOS",0,0
2014,2015-03-04,"PHX","ORL",0,1
2014,2015-03-04,"OKC","PHI",1,1
2014,2015-03-04,"DET","NOP",0,0
2014,2015-03-04,"HOU","MEM",1,0
2014,2015-03-04,"MIN","DEN",1,0
2014,2015-03-04,"NYK","IND",0,0
2014,2015-03-04,"BKN","CHA",1,0
2014,2015-03-04,"CHA","BKN",0,1
2014,2015-03-04,"SAS","SAC",1,1
2014,2015-03-04,"LAL","MIA",0,0
2014,2015-03-04,"PHI","OKC",0,0
2014,2015-03-04,"MIL","GSW",0,0
2014,2015-03-04,"NOP","DET",1,1
2014,2015-03-04,"LAC","POR",1,0
2014,2015-03-04,"TOR","CLE",1,0
2014,2015-03-04,"DEN","MIN",0,1
2014,2015-03-04,"SAC","SAS",0,0
2014,2015-03-04,"ORL","PHX",1,0
2014,2015-03-03,"CHI","WAS",1,1
2014,2015-03-03,"NYK","SAC",1,0
2014,2015-03-03,"SAC","NYK",0,1
2014,2015-03-03,"WAS","CHI",0,0
2014,2015-03-03,"LAL","CHA",0,0
2014,2015-03-03,"HOU","ATL",0,0
2014,2015-03-03,"MIL","DEN",0,0
2014,2015-03-03,"CHA","LAL",1,1
2014,2015-03-03,"MEM","UTA",1,0
2014,2015-03-03,"BOS","CLE",0,0
2014,2015-03-03,"DEN","MIL",1,1
2014,2015-03-03,"CLE","BOS",1,1
2014,2015-03-03,"UTA","MEM",0,1
2014,2015-03-03,"ATL","HOU",1,1
2014,2015-03-02,"MIN","LAC",1,0
2014,2015-03-02,"LAC","MIN",0,1
2014,2015-03-02,"PHI","TOR",1,0
2014,2015-03-02,"BKN","GSW",1,1
2014,2015-03-02,"MIA","PHX",1,1
2014,2015-03-02,"NOP","DAL",0,0
2014,2015-03-02,"GSW","BKN",0,0
2014,2015-03-02,"DAL","NOP",1,1
2014,2015-03-02,"TOR","PHI",0,1
2014,2015-03-02,"PHX","MIA",0,0
2014,2015-03-01,"LAC","CHI",0,1
2014,2015-03-01,"GSW","BOS",0,1
2014,2015-03-01,"IND","PHI",1,1
2014,2015-03-01,"NOP","DEN",0,1
2014,2015-03-01,"OKC","LAL",0,1
2014,2015-03-01,"BOS","GSW",1,0
2014,2015-03-01,"LAL","OKC",1,0
2014,2015-03-01,"PHI","IND",0,0
2014,2015-03-01,"DEN","NOP",1,0
2014,2015-03-01,"ORL","CHA",1,0
2014,2015-03-01,"SAC","POR",1,0
2014,2015-03-01,"POR","SAC",0,1
2014,2015-03-01,"CHI","LAC",1,0
2014,2015-03-01,"CLE","HOU",0,0
2014,2015-03-01,"HOU","CLE",1,1
2014,2015-03-01,"CHA","ORL",0,1
2014,2015-02-28,"MIA","ATL",1,0
2014,2015-02-28,"NYK","TOR",1,1
2014,2015-02-28,"SAS","PHX",0,1
2014,2015-02-28,"WAS","DET",1,1
2014,2015-02-28,"MIN","MEM",1,0
2014,2015-02-28,"UTA","MIL",1,1
2014,2015-02-28,"MEM","MIN",0,1
2014,2015-02-28,"DAL","BKN",1,0
2014,2015-02-28,"BKN","DAL",0,1
2014,2015-02-28,"MIL","UTA",0,0
2014,2015-02-28,"PHX","SAS",1,0
2014,2015-02-28,"DET","WAS",0,0
2014,2015-02-28,"TOR","NYK",0,0
2014,2015-02-28,"ATL","MIA",0,1
2014,2015-02-27,"TOR","GSW",1,0
2014,2015-02-27,"MIN","CHI",0,0
2014,2015-02-27,"WAS","PHI",0,0
2014,2015-02-27,"IND","CLE",1,1
2014,2015-02-27,"SAS","SAC",0,1
2014,2015-02-27,"CHA","BOS",0,0
2014,2015-02-27,"GSW","TOR",0,1
2014,2015-02-27,"OKC","POR",0,0
2014,2015-02-27,"BOS","CHA",1,1
2014,2015-02-27,"BKN","HOU",0,0
2014,2015-02-27,"DEN","UTA",1,0
2014,2015-02-27,"SAC","SAS",1,0
2014,2015-02-27,"CLE","IND",0,0
2014,2015-02-27,"HOU","BKN",1,1
2014,2015-02-27,"NYK","DET",0,1
2014,2015-02-27,"MIA","NOP",0,0
2014,2015-02-27,"CHI","MIN",1,1
2014,2015-02-27,"POR","OKC",1,1
2014,2015-02-27,"ATL","ORL",1,1
2014,2015-02-27,"LAC","MEM",0,1
2014,2015-02-27,"PHI","WAS",1,1
2014,2015-02-27,"ORL","ATL",0,0
2014,2015-02-27,"UTA","DEN",0,1
2014,2015-02-27,"DET","NYK",1,0
2014,2015-02-27,"MEM","LAC",1,0
2014,2015-02-27,"MIL","LAL",0,0
2014,2015-02-27,"LAL","MIL",1,1
2014,2015-02-27,"NOP","MIA",1,1
2014,2015-02-26,"CLE","GSW",1,1
2014,2015-02-26,"GSW","CLE",0,0
2014,2015-02-26,"PHX","OKC",1,1
2014,2015-02-26,"OKC","PHX",0,0
2014,2015-02-25,"LAC","HOU",0,0
2014,2015-02-25,"BOS","NYK",1,1
2014,2015-02-25,"MIL","PHI",1,1
2014,2015-02-25,"NOP","BKN",1,1
2014,2015-02-25,"PHX","DEN",0,1
2014,2015-02-25,"SAS","POR",0,0
2014,2015-02-25,"PHI","MIL",0,0
2014,2015-02-25,"BKN","NOP",0,0
2014,2015-02-25,"CHA","CHI",0,1
2014,2015-02-25,"MIA","ORL",0,1
2014,2015-02-25,"MEM","SAC",0,0
2014,2015-02-25,"UTA","LAL",1,0
2014,2015-02-25,"ATL","DAL",1,1
2014,2015-02-25,"CHI","CHA",1,0
2014,2015-02-25,"HOU","LAC",1,1
2014,2015-02-25,"SAC","MEM",1,1
2014,2015-02-25,"NYK","BOS",0,0
2014,2015-02-25,"LAL","UTA",0,1
2014,2015-02-25,"DEN","PHX",1,0
2014,2015-02-25,"DAL","ATL",0,0
2014,2015-02-25,"WAS","MIN",0,0
2014,2015-02-25,"ORL","MIA",1,0
2014,2015-02-25,"MIN","WAS",1,1
2014,2015-02-25,"POR","SAS",1,1
2014,2015-02-24,"CLE","DET",0,1
2014,2015-02-24,"GSW","WAS",0,1
2014,2015-02-24,"IND","OKC",0,0
2014,2015-02-24,"DET","CLE",1,0
2014,2015-02-24,"WAS","GSW",1,0
2014,2015-02-24,"OKC","IND",1,1
2014,2015-02-24,"DAL","TOR",1,1
2014,2015-02-24,"TOR","DAL",0,0
2014,2015-02-23,"LAC","MEM",1,0
2014,2015-02-23,"DEN","BKN",1,0
2014,2015-02-23,"PHX","BOS",1,0
2014,2015-02-23,"MIN","HOU",0,0
2014,2015-02-23,"CHI","MIL",1,1
2014,2015-02-23,"TOR","NOP",0,0
2014,2015-02-23,"HOU","MIN",1,1
2014,2015-02-23,"BKN","DEN",0,1
2014,2015-02-23,"MIL","CHI",0,0
2014,2015-02-23,"PHI","MIA",0,0
2014,2015-02-23,"MIA","PHI",1,1
2014,2015-02-23,"UTA","SAS",1,1
2014,2015-02-23,"MEM","LAC",0,1
2014,2015-02-23,"BOS","PHX",0,1
2014,2015-02-23,"SAS","UTA",0,0
2014,2015-02-23,"NOP","TOR",1,1
2014,2015-02-22,"DEN","OKC",0,0
2014,2015-02-22,"IND","GSW",1,1
2014,2015-02-22,"POR","MEM",1,0
2014,2015-02-22,"CHA","DAL",0,0
2014,2015-02-22,"ORL","PHI",1,1
2014,2015-02-22,"WAS","DET",0,0
2014,2015-02-22,"CLE","NYK",0,1
2014,2015-02-22,"OKC","DEN",1,1
2014,2015-02-22,"GSW","IND",0,0
2014,2015-02-22,"PHI","ORL",0,0
2014,2015-02-22,"MIL","ATL",1,0
2014,2015-02-22,"BOS","LAL",0,0
2014,2015-02-22,"LAL","BOS",1,1
2014,2015-02-22,"DAL","CHA",1,1
2014,2015-02-22,"MEM","POR",0,1
2014,2015-02-22,"NYK","CLE",1,0
2014,2015-02-22,"DET","WAS",1,1
2014,2015-02-22,"ATL","MIL",0,1
2014,2015-02-21,"PHX","CHI",0,0
2014,2015-02-21,"TOR","HOU",0,0
2014,2015-02-21,"CHI","PHX",1,1
2014,2015-02-21,"OKC","CHA",0,1
2014,2015-02-21,"SAC","LAC",0,0
2014,2015-02-21,"HOU","TOR",1,1
2014,2015-02-21,"NOP","MIA",0,1
2014,2015-02-21,"CHA","OKC",1,0
2014,2015-02-21,"LAC","SAC",1,1
2014,2015-02-21,"MIA","NOP",1,0
2014,2015-02-20,"DET","CHI",1,1
2014,2015-02-20,"HOU","DAL",0,0
2014,2015-02-20,"MIL","DEN",1,1
2014,2015-02-20,"CHI","DET",0,0
2014,2015-02-20,"MIA","NYK",0,1
2014,2015-02-20,"NYK","MIA",1,0
2014,2015-02-20,"POR","UTA",0,0
2014,2015-02-20,"ATL","TOR",1,0
2014,2015-02-20,"CLE","WAS",0,1
2014,2015-02-20,"SAC","BOS",1,1
2014,2015-02-20,"PHI","IND",1,0
2014,2015-02-20,"MIN","PHX",1,1
2014,2015-02-20,"BKN","LAL",0,1
2014,2015-02-20,"DEN","MIL",0,0
2014,2015-02-20,"ORL","NOP",1,1
2014,2015-02-20,"BOS","SAC",0,0
2014,2015-02-20,"DAL","HOU",1,1
2014,2015-02-20,"UTA","POR",1,1
2014,2015-02-20,"IND","PHI",0,1
2014,2015-02-20,"GSW","SAS",1,1
2014,2015-02-20,"WAS","CLE",1,0
2014,2015-02-20,"PHX","MIN",0,0
2014,2015-02-20,"SAS","GSW",0,0
2014,2015-02-20,"LAL","BKN",1,0
2014,2015-02-20,"NOP","ORL",0,0
2014,2015-02-20,"TOR","ATL",0,1
2014,2015-02-19,"LAC","SAS",1,1
2014,2015-02-19,"OKC","DAL",1,1
2014,2015-02-19,"SAS","LAC",0,0
2014,2015-02-19,"DAL","OKC",0,0
2014,2015-02-12,"CLE","CHI",0,0
2014,2015-02-12,"CHI","CLE",1,1
2014,2015-02-11,"NOP","IND",1,0
2014,2015-02-11,"UTA","DAL",0,0
2014,2015-02-11,"MEM","OKC",0,0
2014,2015-02-11,"MIN","GSW",1,0
2014,2015-02-11,"LAL","POR",0,0
2014,2015-02-11,"MIA","CLE",0,0
2014,2015-02-11,"DAL","UTA",1,1
2014,2015-02-11,"ORL","NYK",1,1
2014,2015-02-11,"SAC","MIL",0,0
2014,2015-02-11,"BOS","ATL",1,1
2014,2015-02-11,"MIL","SAC",1,1
2014,2015-02-11,"LAC","HOU",1,1
2014,2015-02-11,"HOU","LAC",0,0
2014,2015-02-11,"TOR","WAS",1,1
2014,2015-02-11,"GSW","MIN",0,1
2014,2015-02-11,"OKC","MEM",1,1
2014,2015-02-11,"DET","SAS",1,0
2014,2015-02-11,"ATL","BOS",0,0
2014,2015-02-11,"CLE","MIA",1,1
2014,2015-02-11,"WAS","TOR",0,0
2014,2015-02-11,"SAS","DET",0,1
2014,2015-02-11,"IND","NOP",0,1
2014,2015-02-11,"NYK","ORL",0,0
2014,2015-02-11,"POR","LAL",1,1
2014,2015-02-10,"PHX","HOU",1,0
2014,2015-02-10,"CHA","DET",1,0
2014,2015-02-10,"BKN","MEM",0,0
2014,2015-02-10,"HOU","PHX",0,1
2014,2015-02-10,"SAC","CHI",0,0
2014,2015-02-10,"CHI","SAC",1,1
2014,2015-02-10,"DET","CHA",0,1
2014,2015-02-10,"LAL","DEN",1,0
2014,2015-02-10,"MEM","BKN",1,1
2014,2015-02-10,"DEN","LAL",0,1
2014,2015-02-09,"PHI","GSW",1,0
2014,2015-02-09,"DEN","OKC",1,0
2014,2015-02-09,"MIA","NYK",1,1
2014,2015-02-09,"WAS","ORL",1,1
2014,2015-02-09,"ORL","WAS",0,0
2014,2015-02-09,"IND","SAS",1,0
2014,2015-02-09,"MIL","BKN",1,1
2014,2015-02-09,"NOP","UTA",1,0
2014,2015-02-09,"LAC","DAL",0,1
2014,2015-02-09,"SAS","IND",0,1
2014,2015-02-09,"NYK","MIA",0,0
2014,2015-02-09,"UTA","NOP",0,1
2014,2015-02-09,"ATL","MIN",0,1
2014,2015-02-09,"OKC","DEN",0,1
2014,2015-02-09,"DAL","LAC",1,0
2014,2015-02-09,"MIN","ATL",1,0
2014,2015-02-09,"BKN","MIL",0,0
2014,2015-02-09,"GSW","PHI",0,1
2014,2015-02-08,"OKC","LAC",1,1
2014,2015-02-08,"PHX","SAC",0,0
2014,2015-02-08,"TOR","SAS",1,1
2014,2015-02-08,"CHI","ORL",0,1
2014,2015-02-08,"ATL","MEM",0,0
2014,2015-02-08,"SAC","PHX",1,1
2014,2015-02-08,"HOU","POR",1,0
2014,2015-02-08,"MEM","ATL",1,1
2014,2015-02-08,"LAL","CLE",0,0
2014,2015-02-08,"CHA","IND",1,0
2014,2015-02-08,"DET","MIN",1,0
2014,2015-02-08,"SAS","TOR",0,0
2014,2015-02-08,"POR","HOU",0,1
2014,2015-02-08,"IND","CHA",0,1
2014,2015-02-08,"ORL","CHI",1,0
2014,2015-02-08,"LAC","OKC",0,0
2014,2015-02-08,"MIN","DET",0,1
2014,2015-02-08,"CLE","LAL",1,1
2014,2015-02-07,"WAS","BKN",1,1
2014,2015-02-07,"NYK","GSW",1,0
2014,2015-02-07,"NOP","CHI",1,0
2014,2015-02-07,"GSW","NYK",0,1
2014,2015-02-07,"SAC","UTA",0,0
2014,2015-02-07,"BKN","WAS",0,0
2014,2015-02-07,"CHI","NOP",0,1
2014,2015-02-07,"DAL","POR",1,1
2014,2015-02-07,"BOS","MIL",0,0
2014,2015-02-07,"POR","DAL",0,0
2014,2015-02-07,"UTA","SAC",1,1
2014,2015-02-07,"MIL","BOS",1,1
2014,2015-02-07,"CHA","PHI",0,0
2014,2015-02-07,"PHI","CHA",1,1
2014,2015-02-06,"BOS","PHI",1,1
2014,2015-02-06,"PHX","UTA",1,1
2014,2015-02-06,"MIN","MEM",1,1
2014,2015-02-06,"MEM","MIN",0,0
2014,2015-02-06,"LAL","ORL",0,0
2014,2015-02-06,"DET","DEN",1,1
2014,2015-02-06,"UTA","PHX",0,0
2014,2015-02-06,"ORL","LAL",1,1
2014,2015-02-06,"LAC","TOR",0,0
2014,2015-02-06,"MIA","SAS",0,0
2014,2015-02-06,"ATL","GSW",1,1
2014,2015-02-06,"TOR","LAC",1,1
2014,2015-02-06,"HOU","MIL",1,1
2014,2015-02-06,"BKN","NYK",1,1
2014,2015-02-06,"CLE","IND",0,0
2014,2015-02-06,"NOP","OKC",0,1
2014,2015-02-06,"PHI","BOS",0,0
2014,2015-02-06,"IND","CLE",1,1
2014,2015-02-06,"SAS","MIA",1,1
2014,2015-02-06,"MIL","HOU",0,0
2014,2015-02-06,"GSW","ATL",0,0
2014,2015-02-06,"OKC","NOP",1,0
2014,2015-02-06,"NYK","BKN",0,0
2014,2015-02-06,"DEN","DET",0,0
2014,2015-02-05,"LAC","CLE",0,0
2014,2015-02-05,"WAS","CHA",0,0
2014,2015-02-05,"CHA","WAS",1,1
2014,2015-02-05,"PHX","POR",0,0
2014,2015-02-05,"DAL","SAC",0,1
2014,2015-02-05,"POR","PHX",1,1
2014,2015-02-05,"SAC","DAL",1,0
2014,2015-02-05,"CLE","LAC",1,1
2014,2015-02-04,"DAL","GSW",0,0
2014,2015-02-04,"MEM","UTA",0,1
2014,2015-02-04,"GSW","DAL",1,1
2014,2015-02-04,"HOU","CHI",1,1
2014,2015-02-04,"TOR","BKN",1,0
2014,2015-02-04,"ATL","WAS",1,1
2014,2015-02-04,"BOS","DEN",1,1
2014,2015-02-04,"CHI","HOU",0,0
2014,2015-02-04,"MIN","MIA",1,1
2014,2015-02-04,"UTA","MEM",1,0
2014,2015-02-04,"SAS","ORL",1,1
2014,2015-02-04,"NOP","OKC",1,0
2014,2015-02-04,"DET","IND",0,0
2014,2015-02-04,"BKN","TOR",0,1
2014,2015-02-04,"OKC","NOP",0,1
2014,2015-02-04,"WAS","ATL",0,0
2014,2015-02-04,"MIA","MIN",0,0
2014,2015-02-04,"LAL","MIL",0,0
2014,2015-02-04,"MIL","LAL",1,1
2014,2015-02-04,"ORL","SAS",0,0
2014,2015-02-04,"IND","DET",1,1
2014,2015-02-04,"DEN","BOS",0,0
2014,2015-02-03,"PHI","DEN",1,1
2014,2015-02-03,"DEN","PHI",0,0
2014,2015-02-03,"POR","UTA",1,1
2014,2015-02-03,"MIA","DET",0,0
2014,2015-02-03,"BOS","NYK",0,1
2014,2015-02-03,"UTA","POR",0,0
2014,2015-02-03,"GSW","SAC",0,1
2014,2015-02-03,"NYK","BOS",1,0
2014,2015-02-03,"DET","MIA",1,1
2014,2015-02-03,"SAC","GSW",1,0
2014,2015-02-02,"BKN","LAC",1,1
2014,2015-02-02,"NOP","ATL",1,1
2014,2015-02-02,"CLE","PHI",1,1
2014,2015-02-02,"DAL","MIN",1,1
2014,2015-02-02,"ORL","OKC",0,0
2014,2015-02-02,"PHI","CLE",0,0
2014,2015-02-02,"LAC","BKN",0,0
2014,2015-02-02,"CHA","WAS",0,1
2014,2015-02-02,"PHX","MEM",1,0
2014,2015-02-02,"WAS","CHA",1,0
2014,2015-02-02,"OKC","ORL",1,1
2014,2015-02-02,"MEM","PHX",0,1
2014,2015-02-02,"ATL","NOP",0,0
2014,2015-02-02,"MIL","TOR",0,1
2014,2015-02-02,"TOR","MIL",1,0
2014,2015-02-02,"MIN","DAL",0,0
2014,2015-02-01,"LAL","NYK",0,0
2014,2015-02-01,"MIA","BOS",0,1
2014,2015-02-01,"NYK","LAL",1,1
2014,2015-02-01,"BOS","MIA",1,0
2014,2015-01-31,"PHI","ATL",0,0
2014,2015-01-31,"OKC","MEM",0,0
2014,2015-01-31,"DEN","CHA",1,0
2014,2015-01-31,"GSW","PHX",1,1
2014,2015-01-31,"SAS","LAC",1,0
2014,2015-01-31,"DAL","ORL",0,1
2014,2015-01-31,"HOU","DET",0,0
2014,2015-01-31,"TOR","WAS",0,1
2014,2015-01-31,"SAC","IND",0,1
2014,2015-01-31,"LAC","SAS",0,1
2014,2015-01-31,"POR","MIL",0,0
2014,2015-01-31,"MEM","OKC",1,1
2014,2015-01-31,"PHX","GSW",0,0
2014,2015-01-31,"CLE","MIN",0,1
2014,2015-01-31,"WAS","TOR",1,0
2014,2015-01-31,"MIL","POR",1,1
2014,2015-01-31,"IND","SAC",1,0
2014,2015-01-31,"MIN","CLE",1,0
2014,2015-01-31,"DET","HOU",1,1
2014,2015-01-31,"ORL","DAL",1,0
2014,2015-01-31,"ATL","PHI",1,1
2014,2015-01-31,"CHA","DEN",0,1
2014,2015-01-30,"PHI","MIN",1,1
2014,2015-01-30,"CLE","SAC",1,1
2014,2015-01-30,"GSW","UTA",0,0
2014,2015-01-30,"MIN","PHI",0,0
2014,2015-01-30,"NOP","LAC",1,1
2014,2015-01-30,"ATL","POR",1,1
2014,2015-01-30,"POR","ATL",0,0
2014,2015-01-30,"TOR","BKN",0,1
2014,2015-01-30,"DAL","MIA",0,1
2014,2015-01-30,"SAC","CLE",0,0
2014,2015-01-30,"MIA","DAL",1,0
2014,2015-01-30,"HOU","BOS",0,1
2014,2015-01-30,"BOS","HOU",1,0
2014,2015-01-30,"LAC","NOP",0,0
2014,2015-01-30,"BKN","TOR",1,0
2014,2015-01-30,"PHX","CHI",1,1
2014,2015-01-30,"UTA","GSW",1,1
2014,2015-01-30,"CHI","PHX",0,0
2014,2015-01-29,"DEN","MEM",0,0
2014,2015-01-29,"CHI","LAL",0,0
2014,2015-01-29,"LAL","CHI",1,1
2014,2015-01-29,"IND","NYK",1,1
2014,2015-01-29,"MEM","DEN",1,1
2014,2015-01-29,"MIL","ORL",0,1
2014,2015-01-29,"NYK","IND",0,0
2014,2015-01-29,"ORL","MIL",1,0
2014,2015-01-28,"HOU","DAL",1,1
2014,2015-01-28,"POR","CLE",0,0
2014,2015-01-28,"CLE","POR",1,1
2014,2015-01-28,"TOR","SAC",1,1
2014,2015-01-28,"OKC","NYK",0,0
2014,2015-01-28,"CHA","SAS",0,0
2014,2015-01-28,"SAS","CHA",1,1
2014,2015-01-28,"PHI","DET",1,1
2014,2015-01-28,"BOS","MIN",0,0
2014,2015-01-28,"DAL","HOU",0,0
2014,2015-01-28,"DET","PHI",0,0
2014,2015-01-28,"NYK","OKC",1,1
2014,2015-01-28,"WAS","PHX",0,0
2014,2015-01-28,"BKN","ATL",0,0
2014,2015-01-28,"SAC","TOR",0,0
2014,2015-01-28,"ATL","BKN",1,1
2014,2015-01-28,"UTA","LAC",1,0
2014,2015-01-28,"MIN","BOS",1,1
2014,2015-01-28,"LAC","UTA",0,1
2014,2015-01-28,"DEN","NOP",0,1
2014,2015-01-28,"PHX","WAS",1,1
2014,2015-01-28,"NOP","DEN",1,0
2014,2015-01-27,"DET","CLE",1,0
2014,2015-01-27,"TOR","IND",0,1
2014,2015-01-27,"GSW","CHI",1,0
2014,2015-01-27,"CHI","GSW",0,1
2014,2015-01-27,"MIL","MIA",0,1
2014,2015-01-27,"LAL","WAS",1,0
2014,2015-01-27,"MIA","MIL",1,0
2014,2015-01-27,"CLE","DET",0,1
2014,2015-01-27,"MEM","DAL",0,1
2014,2015-01-27,"IND","TOR",1,0
2014,2015-01-27,"DAL","MEM",1,0
2014,2015-01-27,"WAS","LAL",0,1
2014,2015-01-26,"MEM","ORL",1,1
2014,2015-01-26,"OKC","MIN",1,1
2014,2015-01-26,"UTA","BOS",1,0
2014,2015-01-26,"MIN","OKC",0,0
2014,2015-01-26,"DEN","LAC",0,0
2014,2015-01-26,"LAC","DEN",1,1
2014,2015-01-26,"BOS","UTA",0,1
2014,2015-01-26,"NOP","PHI",1,1
2014,2015-01-26,"PHI","NOP",0,0
2014,2015-01-26,"ORL","MEM",0,0
2014,2015-01-25,"TOR","DET",1,1
2014,2015-01-25,"CLE","OKC",1,1
2014,2015-01-25,"IND","ORL",0,1
2014,2015-01-25,"WAS","DEN",0,1
2014,2015-01-25,"BOS","GSW",0,0
2014,2015-01-25,"MIA","CHI",0,1
2014,2015-01-25,"MIN","ATL",0,0
2014,2015-01-25,"PHX","LAC",1,0
2014,2015-01-25,"NOP","DAL",1,1
2014,2015-01-25,"LAL","HOU",1,0
2014,2015-01-25,"CHI","MIA",1,0
2014,2015-01-25,"OKC","CLE",0,0
2014,2015-01-25,"ORL","IND",1,0
2014,2015-01-25,"LAC","PHX",0,1
2014,2015-01-25,"ATL","MIN",1,1
2014,2015-01-25,"HOU","LAL",0,1
2014,2015-01-25,"DAL","NOP",0,0
2014,2015-01-25,"SAS","MIL",1,1
2014,2015-01-25,"DET","TOR",0,0
2014,2015-01-25,"GSW","BOS",1,1
2014,2015-01-25,"DEN","WAS",1,0
2014,2015-01-25,"MIL","SAS",0,0
2014,2015-01-24,"POR","WAS",1,1
2014,2015-01-24,"PHI","MEM",0,0
2014,2015-01-24,"MEM","PHI",1,1
2014,2015-01-24,"BKN","UTA",0,0
2014,2015-01-24,"WAS","POR",0,0
2014,2015-01-24,"NYK","CHA",0,0
2014,2015-01-24,"UTA","BKN",1,1
2014,2015-01-24,"DET","MIL",0,0
2014,2015-01-24,"CHA","NYK",1,1
2014,2015-01-24,"MIL","DET",1,1
2014,2015-01-23,"TOR","PHI",0,1
2014,2015-01-23,"DEN","BOS",1,0
2014,2015-01-23,"LAL","SAS",0,0
2014,2015-01-23,"OKC","ATL",0,0
2014,2015-01-23,"NOP","MIN",0,1
2014,2015-01-23,"ORL","NYK",0,0
2014,2015-01-23,"PHX","HOU",1,0
2014,2015-01-23,"MIN","NOP",1,0
2014,2015-01-23,"ATL","OKC",1,1
2014,2015-01-23,"SAC","GSW",0,0
2014,2015-01-23,"MIA","IND",1,1
2014,2015-01-23,"HOU","PHX",0,1
2014,2015-01-23,"DAL","CHI",1,0
2014,2015-01-23,"BOS","DEN",0,1
2014,2015-01-23,"SAS","LAL",1,1
2014,2015-01-23,"NYK","ORL",1,1
2014,2015-01-23,"CHA","CLE",0,0
2014,2015-01-23,"IND","MIA",0,0
2014,2015-01-23,"PHI","TOR",1,0
2014,2015-01-23,"CHI","DAL",0,1
2014,2015-01-23,"CLE","CHA",1,1
2014,2015-01-23,"GSW","SAC",1,1
2014,2015-01-22,"SAS","CHI",0,0
2014,2015-01-22,"MIL","UTA",1,0
2014,2015-01-22,"BOS","POR",0,1
2014,2015-01-22,"CHI","SAS",1,1
2014,2015-01-22,"LAC","BKN",1,1
2014,2015-01-22,"POR","BOS",1,0
2014,2015-01-22,"UTA","MIL",0,1
2014,2015-01-22,"BKN","LAC",0,0
2014,2015-01-21,"BKN","SAC",0,1
2014,2015-01-21,"PHX","POR",1,1
2014,2015-01-21,"CHA","MIA",1,1
2014,2015-01-21,"ATL","IND",1,1
2014,2015-01-21,"MEM","TOR",1,1
2014,2015-01-21,"HOU","GSW",0,0
2014,2015-01-21,"MIN","DAL",1,0
2014,2015-01-21,"OKC","WAS",0,1
2014,2015-01-21,"GSW","HOU",1,1
2014,2015-01-21,"ORL","DET",0,0
2014,2015-01-21,"SAC","BKN",1,0
2014,2015-01-21,"POR","PHX",0,0
2014,2015-01-21,"DET","ORL",1,1
2014,2015-01-21,"IND","ATL",0,0
2014,2015-01-21,"LAL","NOP",0,0
2014,2015-01-21,"NOP","LAL",1,1
2014,2015-01-21,"TOR","MEM",0,0
2014,2015-01-21,"CLE","UTA",1,1
2014,2015-01-21,"NYK","PHI",0,1
2014,2015-01-21,"PHI","NYK",1,0
2014,2015-01-21,"UTA","CLE",0,0
2014,2015-01-21,"DAL","MIN",0,1
2014,2015-01-21,"WAS","OKC",1,0
2014,2015-01-21,"MIA","CHA",0,0
2014,2015-01-20,"SAS","DEN",0,1
2014,2015-01-20,"DEN","SAS",1,0
2014,2015-01-20,"MIA","OKC",1,0
2014,2015-01-20,"OKC","MIA",0,1
2014,2015-01-19,"CHA","MIN",1,1
2014,2015-01-19,"LAL","PHX",0,0
2014,2015-01-19,"NOP","NYK",0,0
2014,2015-01-19,"TOR","MIL",0,1
2014,2015-01-19,"PHI","WAS",0,0
2014,2015-01-19,"CHI","CLE",0,0
2014,2015-01-19,"DET","ATL",0,0
2014,2015-01-19,"IND","HOU",0,0
